query_id,query,query_type,source_caption_snippet
386,watch with text mastersunion,object_brand,"Three people on a stage in front of a 'masters' union' logo backdrop, with one woman handing a black gift bag to another woman while a man watches and smiles."
387,podium with text mastersunion,object_brand,"A man wearing a white shirt and black vest stands behind a wooden podium, speaking in front of a projection screen that reads ""masters' union"" in a large room."
388,graduating,action,"Two men stand side-by-side in athletic wear at an indoor venue, posing in front of a backdrop featuring the text 'MASTERS UNION' and 'CLASS OF HYROX '26' beneat"
389,dancing,action,"A group of performers in red and white traditional attire dance on an outdoor stage with large screens displaying text including ""UNMUTE""."
390,exercising,action,A young man in a black tank top and shorts works out on a rowing machine in a gym setting with other participants nearby.
391,rowing,action,A young man in a black tank top and shorts works out on a rowing machine in a gym setting with other participants nearby.
392,speaking on stage,action,"Two speakers sit in armchairs on a stage during a panel discussion, in front of a blue backdrop with large speaker identification text."
393,presenting,action,"Five people stand on a stage at an event, with one woman speaking into a microphone while others look on."
394,posing for group photo,action,"A group of six people stand on a stage posing together while one person holds up an award, with a large screen in the background bearing the text ""This is where"
395,jumping,action,"A young woman jumps mid-air on a black grid-lined athletic track inside a large indoor arena, with other participants exercising in the background."
396,racing,action,A woman in activewear throws a medicine ball labeled CENTR toward a target on a rig structure inside a crowded indoor fitness competition arena.
397,lifting weights,action,"A group of people are exercising in a large, indoor gym with a black matted floor marked with white grid lines. Several individuals are performing wall ball exe"
398,clapping,action,A woman holding a trophy and a man in a suit clapping stand on stage.
399,stretching,action,"A shirtless athlete stretches his arms upward near a rowing machine in a busy indoor gym, while another shirtless man in glasses stands nearby."
400,running,action,A woman in athletic wear stretches her arms upward in an indoor fitness arena with running tracks and other participants in the background.
401,eating,action,A man in a grey sweater sits at a table discussing packaged food items with three colleagues sitting opposite him in an office.
402,networking,action,"Several people stand in a brightly lit indoor space, gathered in a circle and conversing during what appears to be a conference or networking event."
403,celebrating,action,"A large group of people outdoors covered in brightly colored powder, smiling and looking up at the camera during a Holi celebration."
404,graduating mastersunion,action_brand,"Two men stand side-by-side in athletic wear at an indoor venue, posing in front of a backdrop featuring the text 'MASTERS UNION' and 'CLASS OF HYROX '26' beneat"
405,graduating hyrox,action_brand,"Two men stand side-by-side in athletic wear at an indoor venue, posing in front of a backdrop featuring the text 'MASTERS UNION' and 'CLASS OF HYROX '26' beneat"
406,speaking on stage mastersunion,action_brand,"A man and a woman sit in yellow armchairs on a stage in front of a white wall bearing the text 'MASTERS' UNION', with a small table between them holding water b"
407,speaking on stage hyrox,action_brand,"A man wearing an orange t-shirt and black shorts stands on a stage holding a small bag and medal, in front of a backdrop with the text 'CLASS OF HYROX '26' and "
408,exercising mastersunion,action_brand,"An empty indoor gym wall features a gridded pattern, a trampoline at its base, and the text ""MASTERS' UNION REACH HIGHER THAN YOU WERE TAUGHT""."
409,posing for group photo mastersunion,action_brand,"Three people are smiling and posing together in a photo booth at an event, with a large graduation cap hanging above and the backdrop displaying 'MASTERS' UNION"
410,posing for group photo hyrox,action_brand,"Three people are smiling and posing together in a photo booth at an event, with a large graduation cap hanging above and the backdrop displaying 'MASTERS' UNION"
411,presenting mastersunion,action_brand,"Three men stand indoors presenting a black shopping bag with the text ""Masters' Union"" on it, while a video call is projected on the wall behind them."
412,exercising hyrox,action_brand,A young man in a black HYROX tank top carries a heavy sandbag across his shoulders down a gym track.
413,speaking on stage questify,action_brand,"A young person in a dark suit stands on a stage with a microphone, presenting in front of a wall with ""MASTERSUNION"" lettering and a sign that reads ""QUESTIFY""."
414,presenting questify,action_brand,"A young person in a dark suit stands on a stage with a microphone, presenting in front of a wall with ""MASTERSUNION"" lettering and a sign that reads ""QUESTIFY""."
415,racing hyrox,action_brand,"A man wearing athletic clothing and sunglasses stands smiling and holding race items in front of a backdrop with a giant graduation cap and ""HYROX DELHI"" signag"
416,lifting weights hyrox,action_brand,"A young boy holding a sign that reads ""My Dad Is Cooler Than Your Dad!!"" poses next to a smiling woman squatting in front of a ""HYROX DELHI"" backdrop."
417,running hyrox,action_brand,"A shirtless man wearing blue running shorts and turquoise socks flexes his biceps while standing in front of a ""CLASS OF HYROX '26"" backdrop with a large gradua"
418,jumping mastersunion,action_brand,"A man wearing a black t-shirt and jeans jumps on a trampoline to reach up and stick a note on a black grid wall that reads ""REACH HIGHER THAN YOU WERE TAUGHT"" w"
419,rowing mastersunion,action_brand,"A man uses a rowing machine inside a large venue while another man stands nearby watching him. The background features crowd members and signage with the text """
420,eating mastersunion,action_brand,"Four young people wearing hairnets and black t-shirts with ""MASTERS' UNION"" branding stand in a processing facility with large tables of food."
421,rowing hyrox,action_brand,"A young man in a black HYROX tank top rows on an indoor rowing machine, while another man stands behind him watching."
422,running mastersunion,action_brand,"A young woman runs forward along a track through an archway beneath a sign reading 'MASTERS' UNION HYROX DELHI', while other runners and spectators are visible "
423,jumping hyrox,action_brand,"A young boy in a black outfit jumps enthusiastically in front of a backdrop with the text ""Masters' Union Hyrox Delhi Class of Hyrox'26."""
424,racing mastersunion,action_brand,"Six individuals pose on a stage holding a large ceremonial check, with a branded backdrop reading 'Masters' Union Case Competition' visible behind them."
425,celebrating hyrox,action_brand,"Two young women celebrate on a stage with a digital finish time display, piggybacking and holding up small cards in front of a branded ""HYROX"" wall."
426,dancing mastersunion,action_brand,"A group of people in maroon jackets and black pants perform a synchronized dance routine on a stage outdoors. In the background, a large digital screen displays"
427,celebrating mastersunion,action_brand,"A young man wearing a white tank top and black shorts flexes his arm in celebration while holding a medal in front of a wall with the text ""masters' union HYROX"
428,eating hyrox,action_brand,A man seated in a wheelchair smiles directly at the camera while holding up a card in front of a dark backdrop with the text 'HYROX TRAINING CLUB' and a grid of
429,backdrop with text,scene,"Two men stand side-by-side in athletic wear at an indoor venue, posing in front of a backdrop featuring the text 'MASTERS UNION' and 'CLASS OF HYROX '26' beneat"
430,indoor event,scene,"Two men stand side-by-side in athletic wear at an indoor venue, posing in front of a backdrop featuring the text 'MASTERS UNION' and 'CLASS OF HYROX '26' beneat"
431,gym,scene,A young man in a black tank top and shorts works out on a rowing machine in a gym setting with other participants nearby.
432,classroom,scene,"A group of students sit attentively at desks in a classroom setting, with water glasses and name cards on the tables."
433,outdoor track,scene,"A woman in an orange top and black shorts jogs on an indoor track underneath a large ""masters' union HYROX DELHI"" sign."
434,office,scene,A man in a dark suit and white shirt stands in an office setting with a bookshelf in the background.
435,conference room,scene,Three young men in white shirts are gathered around a laptop on a wooden conference table in an office setting.
436,factory,scene,"Four men wearing blue hairnets stand and talk in a large warehouse filled with stacked bags of materials, with a ""MASTERS' UNION"" watermark in the upper right."
437,cafe,scene,"Several people stand and converse in a brightly lit modern cafe interior with a counter, tables, and decorative lighting. The text 'masters' union' is visible i"
438,office lobby,scene,A man and woman smiling and posing together near a reception desk in a large indoor hall.
439,rooftop,scene,"An eye-level shot captures a large outdoor plaza with striped stone paving beneath a prominent, angled modern canopy roof."
440,basketball court,scene,"An overhead view shows two tennis players in white on a red clay tennis court, with a yellow tennis ball mid-air near the net."
441,parking lot,scene,"Four people stand and converse in a large, brightly lit indoor parking garage with multiple parked cars. Pillar number 100 is visible in the upper left backgrou"
442,mastersunion,brand,"A man in a black jacket sits in a grey armchair holding a document, with text reading ""MASTERS' UNION"" visible in the top right corner."
443,hyrox,brand,A man with a beard wearing a grey tank top and black sweatpants flexes his arms in front of a 'Masters' Union Hyrox Delhi Class of Hyrox '26' sign.
444,nivia,brand,"A young woman stands outdoors with outstretched arms in front of a large stack of cardboard shipping boxes branded with ""NIVIA""."
445,class of hyrox,quoted_text,"Two men stand side-by-side in athletic wear at an indoor venue, posing in front of a backdrop featuring the text 'MASTERS UNION' and 'CLASS OF HYROX '26' beneat"
446,financial express.com iconic awards,quoted_text,"Three people stand in front of a branded backdrop, holding a small trophy together. The backdrop features repeated logos with the text ""FINANCIAL EXPRESS.COM IC"
447,wall balls,quoted_text,"Two athletes in dark tank tops run down a bright indoor hallway lined with yellow and black inflatable pillars labeled ""WALL BALLS""."
448,market like you gossip,quoted_text,"A white marker board is mounted on a wall, displaying a list titled ""Market Like You Gossip"" with ten numbered humorous statements about spreading secrets."
449,this is where your transformation begins.,quoted_text,"A group of six people stand on a stage posing together while one person holds up an award, with a large screen in the background bearing the text ""This is where"
450,fireside chat,quoted_text,"An audience sits in red auditorium seats facing a stage hosting a ""Fireside Chat"" event. A large screen at the front of the auditorium displays event graphics a"
451,the next tech 1.0 ai summit 2026,quoted_text,"An empty exhibition booth features a white desk with ""THE NEXT TECH 1.0 AI SUMMIT 2026"" branding and a wall-mounted TV screen displaying a blue ""No Signal!"" mes"
452,no signal!,quoted_text,"An empty exhibition booth features a white desk with ""THE NEXT TECH 1.0 AI SUMMIT 2026"" branding and a wall-mounted TV screen displaying a blue ""No Signal!"" mes"
453,built at masters,quoted_text,"Two young men pose together in front of a decorative display booth with a red archway cutout and illustrated background. The white sign above reads ""khet"" on th"
454,do it badly. just don,quoted_text,"Several people sit at rows of tables in a conference room with large typography on the wall reading ""Do it badly. Just DON'T NOT do it."""
455,9 kg,quoted_text,A young man lifts and holds a heavy '9 KG' black medicine ball in a gym setting while spectators watch from the background.
456,series c + ama fireside chat,quoted_text,"Two speakers sit on a stage under large studio lights during a fireside chat, with an audience seated in a tiered auditorium watching them and a large screen di"
457,take the feeling home,quoted_text,"Two staff members stand behind a registration desk with a sign reading ""TAKE THE FEELING HOME"" and ""COLLECT YOUR PERSONALISED TIME TAG HERE"", surrounded by prom"
458,collect your personalised time tag here,quoted_text,"Two staff members stand behind a registration desk with a sign reading ""TAKE THE FEELING HOME"" and ""COLLECT YOUR PERSONALISED TIME TAG HERE"", surrounded by prom"
459,vivek gambhir,quoted_text,"Two men in business attire sit in armchairs on a stage, speaking into microphones during a panel discussion with 'Vivek gambhir' and 'Vishal Dhupar' displayed o"
460,vishal dhupar,quoted_text,"Two men in business attire sit in armchairs on a stage, speaking into microphones during a panel discussion with 'Vivek gambhir' and 'Vishal Dhupar' displayed o"
461,re worth it.,quoted_text,"Several smiling spectators pose behind a barrier, holding a black promotional sign that reads ""L'ORÉAL PARIS, Gujarat ki Hyrox girl, You can be finisher, #vixit"
462,excuse me brother handpainted bags,quoted_text,"Two men stand against a black background, holding up signs with handwritten text. The man on the right holds a large white sign reading ""EXCUSE ME BROTHER HANDP"
463,two lakh rupees,quoted_text,A group of people proudly hold a large novelty check for 'Two Lakh Rupees' on a stage with a blue backdrop.
464,concept 2,quoted_text,"Several athletes are exercising on a row of rowing machines in an indoor fitness hall, with spectators watching from the sidelines. The rowers feature 'Concept "
465,hyrox delhi class of hyrox,quoted_text,"A young man in a black T-shirt and shorts poses holding a small card and bag in front of a backdrop featuring a hanging graduation cap and signage for ""HYROX DE"
466,24k16 films,quoted_text,"Three people standing inside a booth, holding up promotional flyers with the title ""24K16 FILMS""."
467,venture initiation program pre-seed demo day,quoted_text,"Four men stand on a stage holding a large ceremonial check reading ""Venture Initiation Program Pre-Seed Demo Day"" with the amount ""One Lakh Fifty Thousand Rupee"
468,one lakh fifty thousand rupees only,quoted_text,"Four men stand on a stage holding a large ceremonial check reading ""Venture Initiation Program Pre-Seed Demo Day"" with the amount ""One Lakh Fifty Thousand Rupee"
469,"inr 1,50,000/-",quoted_text,"Four men stand on a stage holding a large ceremonial check reading ""Venture Initiation Program Pre-Seed Demo Day"" with the amount ""One Lakh Fifty Thousand Rupee"
470,masters union hyrox delhi,quoted_text,Two women wearing matching red sports bras and black shorts stand side-by-side flexing their biceps in front of a dark wall with the text 'MASTERS UNION HYROX D
471,1% better,quoted_text,"An audience of students and participants sits attentively at rows of desks in a lecture hall, with a screen and a wall sign reading ""1% better"" visible in the b"
472,jhanvi shah,quoted_text,"Numerous people are working on laptops at long wooden tables in a large, brightly lit open-plan office space with a dark ceiling and hanging light fixtures, fea"
473,hyrox training club,quoted_text,"A man in a wheelchair poses in front of a ""HYROX TRAINING CLUB"" sponsor wall inside a large hall."
474,pokerbaazi presents unmute,quoted_text,A man in a blue cap holds up a paper on a stage with a large banner reading 'PokerBaazi presents UNMUTE'.
475,our core values,quoted_text,"Four young men conversing in an office setting near a yellow wall featuring the text ""Our Core Values"" and bullet points including ""Aligned to Purpose"" and ""Cus"
476,aligned to purpose,quoted_text,"Four young men conversing in an office setting near a yellow wall featuring the text ""Our Core Values"" and bullet points including ""Aligned to Purpose"" and ""Cus"
477,customer first,quoted_text,"Four young men conversing in an office setting near a yellow wall featuring the text ""Our Core Values"" and bullet points including ""Aligned to Purpose"" and ""Cus"
478,mr. rajat mathur,quoted_text,"A middle-aged man wearing glasses and a yellow vest over a white shirt sits in an armchair, resting his chin on his hand while holding a pen. A lanyard with an "
479,newest sando place in town order now,quoted_text,"A person holding a large gourmet sandwich in front of an orange background, featuring promotional text reading 'NEWEST SANDO PLACE IN TOWN ORDER NOW' with Zomat"
480,oréal paris,quoted_text,A woman wearing a black athletic top and shorts walks away while carrying two heavy kettlebells in an indoor arena. Banners featuring 'L'Oréal Paris' and 'HYROX
481,reach higher than you were taught,quoted_text,"A person in a white tank top and black shorts jumps on a small trampoline to place a sticky note high up on a grid-patterned wall under the text ""REACH HIGHER T"
482,creative shift,quoted_text,"A woman stands on a stage holding a small rectangular object near her face, with a backdrop displaying logos such as ""CISCO"" and ""CREATIVE SHIFT""."
483,go faster!! they are so proud of you,quoted_text,"A young man holds up a large handmade poster with photos and the text ""Go Faster!! They Are So Proud Of You"" in a crowded indoor hall."
484,fireside chat next tech 1.0,quoted_text,An auditorium filled with seated audience members facing a stage where two speakers are participating in a panel discussion beneath a large projector screen rea
485,hat with text class of hyrox,apparel_quoted,"Two men stand side-by-side in athletic wear at an indoor venue, posing in front of a backdrop featuring the text 'MASTERS UNION' and 'CLASS OF HYROX '26' beneat"
486,t-shirt with text class of hyrox,apparel_quoted,"A man wearing an orange t-shirt and black shorts stands on a stage holding a small bag and medal, in front of a backdrop with the text 'CLASS OF HYROX '26' and "
487,t-shirt with text hyrox delhi class of hyrox,apparel_quoted,"A young man in a black T-shirt and shorts poses holding a small card and bag in front of a backdrop featuring a hanging graduation cap and signage for ""HYROX DE"
488,shirt with text class of hyrox,apparel_quoted,"Two young men pose together in front of a branded event backdrop featuring a large hanging graduation cap and white 3D text that reads ""CLASS OF HYROX '26"". Bot"
489,shorts with text masters union hyrox delhi,apparel_quoted,Two women wearing matching red sports bras and black shorts stand side-by-side flexing their biceps in front of a dark wall with the text 'MASTERS UNION HYROX D
490,pants with text class of hyrox,apparel_quoted,"A man wearing a grey tank top and black pants flexes his biceps in front of a backdrop that reads ""CLASS OF HYROX '26""."
491,jacket with text class of hyrox,apparel_quoted,"A man in a blue zip-up jacket and yellow shorts stands in front of a backdrop with a giant graduation cap and the text ""CLASS OF HYROX'26"", making hand gestures"
492,hat with text pokerbaazi presents unmute,apparel_quoted,A man in a blue cap holds up a paper on a stage with a large banner reading 'PokerBaazi presents UNMUTE'.
493,shirt with text mr rajat mathur,apparel_quoted,"A middle-aged man wearing glasses and a yellow vest over a white shirt sits in an armchair, resting his chin on his hand while holding a pen. A lanyard with an "
494,shorts with text or al paris,apparel_quoted,A woman wearing a black athletic top and shorts walks away while carrying two heavy kettlebells in an indoor arena. Banners featuring 'L'Oréal Paris' and 'HYROX
495,shorts with text reach higher than you were taught,apparel_quoted,"A person in a white tank top and black shorts jumps on a small trampoline to place a sticky note high up on a grid-patterned wall under the text ""REACH HIGHER T"
496,jacket with text ramit rawal,apparel_quoted,"A woman with dark hair wearing a teal jacket and dark skirt stands in a conference room, gesturing toward a desk with a sign reading ""RAMIT RAWAL"". In the backg"
497,suit with text welcome to the next tech 1 0,apparel_quoted,"A man in a suit is walking across a stage toward two chairs, with a large screen behind him displaying ""Welcome to The Next Tech 1.0""."
498,jacket with text people powered startups,apparel_quoted,"A man wearing glasses and a dark blue jacket sits in a yellow armchair and gestures with both hands while speaking on a stage, with a display stand holding copi"
499,jacket with text the next tech 1 0 panels keynotes,apparel_quoted,"A man wearing glasses and a dark suit jacket sits in a yellow armchair on a stage, speaking into a microphone while gesturing with his hands. A banner on the le"
500,shirt with text earned not given,apparel_quoted,"A man in an orange athletic shirt and blue shorts stands holding a small shopping bag with the text ""EARNED Not Given"" in front of a backdrop that reads ""master"
